domain	kingdom	phylum	class	order	family	genus	species	OTU	id_method	numberOfUnq_BlastHits	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Eukaryota			Dinophyceae				Dinoflagellata sp. DF2	Zotu2204	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Amphidiniales	Amphidiniaceae	Amphidinium	dropped	Zotu2211	LCA	5	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Syllidae	Salvatoria	Salvatoria koorineclavata	Zotu2287	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	6	15	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
Eukaryota		Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	dropped	dropped	Zotu2291	LCA	9	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Metandrocarpa	Metandrocarpa taylori	Zotu2302	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	32	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Eukaryota			Polycystinea	Spumellaria	Pyloniidae	dropped	dropped	Zotu2333	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	3	58	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	Metazoa	Chordata	Thaliacea	dropped	dropped	dropped	dropped	Zotu2354	LCA	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	34	17	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri		Pomacentridae	Amphiprion	Amphiprion ocellaris	Zotu2388	LCA	1	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	6	17	0	0	1	0	0	0	0
Eukaryota			Acantharea	dropped	dropped	dropped	dropped	Zotu2389	LCA	5	0	0	0	0	0	0	0	0	0	11	0	0	0	18	7	0	0	0	0	0	0	0	0	0	0	0	0	40	0	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Nemertea	Enopla	Monostilifera	dropped	dropped	dropped	Zotu2393	LCA	8	0	0	0	0	0	0	0	0	0	0	26	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	dropped	Zotu2407	LCA	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	0	4	3	0	0	0
Eukaryota			Dinophyceae	Gonyaulacales	Amphidomataceae	dropped	dropped	Zotu2416	LCA	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	35	0	0	0	0	0	0
Eukaryota		Cercozoa	Chlorarachniophyceae			dropped	dropped	Zotu2433	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	16	0	0	0	3	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta	Eunicida	Eunicidae	Eunice	Eunice notata	Zotu2468	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	1	18	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Tectillaria	Tectillaria fertilis	Zotu2487	LCA	1	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Mollusca	Gastropoda	dropped	dropped	dropped	dropped	Zotu2505	LCA	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	Blastodinium contortum	Zotu2507	LCA	3	0	0	0	0	0	43	0	7	3	5	4	0	0	6	3	98	42	2	6	0	8	23	1	1	0	2	33	29	61	2	2	4	7	4	0	0	4	5	1	1	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu2519	LCA	7	0	0	0	0	0	0	0	0	12	0	25	0	0	0	0	0	1	0	2	0	0	0	0	1	0	4	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0
Eukaryota			Acantharea	Chaunacanthida	Gigartacontidae	Gigartacon	Gigartacon fragilis	Zotu2553	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Haptophyta					Haptophyta environmental samples	Zotu2590	LCA	3	0	0	0	0	0	8	0	3	48	5	3	70	0	2	1	0	0	23	87	0	6	0	0	3	75	77	3	6	1	0	14	50	64	222	2	0	1	13	184	252	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Perophoridae	Perophora	Perophora japonica	Zotu2602	LCA	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreida	Gryphaeidae	Hyotissa	dropped	Zotu2622	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	30	0	0	2	0	1	0	0	0	0	0	7	0	0	0
Eukaryota			Dinophyceae	Syndiniales			uncultured marine Syndiniales	Zotu2623	LCA	4	0	0	0	0	3	0	0	0	0	0	0	0	0	24	16	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	17	0	19	3	0	4	0
Eukaryota			Acantharea			dropped	dropped	Zotu2663	LCA	3	0	0	0	0	0	0	0	0	0	8	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae				Dinoflagellata sp. DF5	Zotu2671	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Ciliophora	Spirotrichea		Strombidiidae	dropped	dropped	Zotu2682	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	Paragymnodinium asymmetricum	Zotu2714	LCA	2	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta				Palpata sp. PO2	Zotu2724	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	13	3	0
Eukaryota	Metazoa	dropped	dropped	dropped	dropped	dropped	dropped	Zotu2760	LCA	3	0	0	0	0	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Rhodymeniales	Rhodymeniaceae	dropped	dropped	Zotu2801	LCA	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Acantharea	Arthracanthida	Dorataspididae	dropped	dropped	Zotu2804	LCA	5	0	0	0	0	6	0	0	0	10	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	dropped	dropped	dropped	Zotu2807	LCA	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	6	0	0	0	0	0	0	0	0	1	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	dropped	dropped	dropped	Zotu2808	LCA	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	dropped	dropped	Zotu2817	LCA	5	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	33	0	2	0	0	0	0	0	18	0	11	0	0	1	0	0	1	10	0	0	0	1	1	7	2	0
Eukaryota		Cercozoa					uncultured Cercozoa	Zotu2843	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Eukaryota		Ciliophora	Litostomatea	Haptorida	Didiniidae	Didinium	Didinium sp. KFS-B	Zotu2846	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	dropped	dropped	Zotu2880	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	8	16	0	0	0	0	0	0	9	0	0
Eukaryota	Metazoa	Gastrotricha		Chaetonotida	Chaetonotidae	dropped	dropped	Zotu2900	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae		Oithonidae sp. DZMB624	Zotu2908	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta		Nerillidae	Leptonerilla	dropped	Zotu2964	LCA	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum koreanum	Zotu2968	LCA	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	11	0	0	5	0	0	0	0	9	0	1	0	4	2	0	1	0	3	3	0	0	8	1	0	4	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	dropped	Zotu3003	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Nemertea	Enopla	Monostilifera	Poseidonemertidae	Poseidonemertes	Poseidonemertes maslakovae	Zotu3004	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	dropped	dropped	dropped	Zotu3005	LCA	5	0	0	0	0	0	0	46	17	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	85	0	0	0	0
Eukaryota	Metazoa	Chordata	Thaliacea	dropped	dropped	dropped	dropped	Zotu3028	LCA	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
Eukaryota			Polycystinea				uncultured Polycystinea	Zotu3049	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	24	0	6	0	0	0	0
Eukaryota		Ciliophora	Spirotrichea	Urostylida	Holostichidae	Anteholosticha	Anteholosticha sp. LLQ2007111302	Zotu3073	LCA	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
Eukaryota		Haptophyta					Haptophyta environmental samples	Zotu3079	LCA	3	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	17	0	0	7	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota		Ciliophora	Oligohymenophorea	Philasterida	Orchitophryidae	Metanophrys	Metanophrys sp. WS-2012	Zotu3091	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	15	0	0	0	0	0	0	5	0	0	0	0	5	0	0
Eukaryota	Metazoa	Nematoda	Enoplea	Enoplida	Ironidae	Syringolaimus	Syringolaimus environmental sample	Zotu3117	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	Blastodinium contortum	Zotu3136	LCA	3	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0
Eukaryota			Bigyra	Thraustochytrida	Thraustochytriaceae	Thraustochytrium	dropped	Zotu3205	LCA	2	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1	5	0	0
Eukaryota		Cercozoa	Chlorarachniophyceae			Minorisa	Minorisa minuta	Zotu3208	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreida	Ostreidae	dropped	dropped	Zotu3210	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Gigartinales	Peyssonneliaceae	dropped	dropped	Zotu3274	LCA	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	11	10	1	0	0	0	0	0	4	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	dropped	dropped	dropped	Zotu3280	LCA	3	0	0	0	0	0	0	1	38	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	115	5	0	0	0
Eukaryota	dropped	dropped	dropped	dropped	dropped	dropped	dropped	Zotu3284	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Chondria	dropped	Zotu3299	LCA	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	17	1	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	dropped	dropped	dropped	Zotu3392	LCA	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	dropped	Zotu3407	LCA	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	1	1	0	0	0	34	0	0	0	3	0	0	0	0	4	11	2	0
Eukaryota	Metazoa	Arthropoda	Arachnida	Trombidiformes	Halacaridae	dropped	dropped	Zotu3471	LCA	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Corallinales	dropped	dropped	dropped	Zotu3481	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	3	0	0	0	0	8	0	0
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	dropped	dropped	dropped	Zotu3504	LCA	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota		Cercozoa	Chlorarachniophyceae			Lotharella	Lotharella globosa	Zotu3548	LCA	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	10	6	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Eukaryota	Metazoa	Bryozoa	Gymnolaemata	Cheilostomatida	Smittinidae	dropped	dropped	Zotu3573	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax polygramma	Zotu3593	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Syllidae	dropped	dropped	Zotu3604	LCA	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta	Eunicida	Eunicidae	Lysidice	Lysidice sp. 1 JZ-2010	Zotu3649	LCA	10	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	0
Eukaryota			Polycystinea	Nassellaria	Plagiacanthidae	Lithomelissa	Lithomelissa setosa	Zotu3660	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida			Calanoida sp. CP7	Zotu3677	LCA	2	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	Metazoa	Bryozoa	Gymnolaemata	Cheilostomatida	dropped	dropped	dropped	Zotu3696	LCA	3	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	dropped	Zotu3707	LCA	3	0	0	0	0	1	0	12	25	0	1	2	1	0	6	32	5	15	12	7	0	5	13	2	1	3	0	3	36	42	0	0	0	4	6	0	0	10	1	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Dasycladales	Polyphysaceae	Parvocaulis	Parvocaulis parvulus	Zotu3722	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
Eukaryota			Polycystinea				uncultured Polycystinea	Zotu3800	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	dropped	dropped	Zotu3821	LCA	10	0	0	0	0	0	0	0	0	3	2	9	0	0	0	0	0	0	1	0	0	0	0	0	0	2	6	0	0	0	0	0	2	2	0	0	0	0	3	0	0	0
Eukaryota		Haptophyta		dropped	dropped	dropped	dropped	Zotu3827	LCA	4	0	0	0	0	52	15	11	2	17	45	0	42	0	3	1	0	2	2	5	0	1	0	13	135	1	3	3	1	17	23	61	25	13	53	2	0	3	63	71	6	0
Eukaryota	Metazoa	Porifera	Demospongiae	dropped	dropped	dropped	dropped	Zotu3907	LCA	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Eukaryota			Dinophyceae	Amphidiniales	Amphidiniaceae	Amphidinium	dropped	Zotu3975	LCA	4	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0
Eukaryota	Metazoa	Nematoda	Chromadorea	Chromadorida	Chromadoridae	Punctodora	Punctodora ratzeburgensis	Zotu3986	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
Eukaryota			Acantharea	dropped	dropped	dropped	dropped	Zotu4004	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0
Eukaryota	Metazoa	Sipuncula		dropped	dropped	dropped	dropped	Zotu4013	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
