domain	kingdom	phylum	class	order	family	genus	species	OTU	id_method	numberOfUnq_BlastHits	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Eukaryota		Haptophyta		Prymnesiales	Prymnesiaceae	dropped	dropped	Zotu293	LCA	6	0	0	0	0	41	0	0	42	25	0	0	42	0	61	25	0	0	29	246	0	18	0	10	148	35	64	42	75	40	7	2	59	15	11	108	0	20	76	52	32	0
Eukaryota		Haptophyta		Isochrysidales	Noelaerhabdaceae	Emiliania	dropped	Zotu295	LCA	3	0	0	0	0	40	0	5	0	3	50	0	0	0	60	9	239	0	26	0	0	1	68	2	16	0	0	82	170	84	4	0	9	9	0	68	0	36	28	5	9	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu298	LCA	5	0	0	0	0	1	0	0	0	0	2	4	0	0	62	19	2	864	1	0	0	0	24	0	0	0	0	0	21	5	0	0	0	2	7	0	0	3	4	0	7	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	dropped	Zotu309	LCA	3	0	0	0	0	27	0	100	6	1	12	14	1	0	25	172	64	82	17	18	0	10	11	3	0	0	0	19	149	112	1	0	2	9	7	0	0	58	7	0	0	0
Eukaryota	Metazoa	Chordata	Chondrichthyes	dropped	dropped	dropped	dropped	Zotu314	LCA	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	3	0	0	0
Eukaryota			dropped	dropped	dropped	dropped	dropped	Zotu319	LCA	3	0	0	0	0	0	319	40	186	0	0	0	22	0	47	0	0	0	27	43	0	13	0	0	0	0	0	65	0	0	10	0	53	2	0	0	0	11	21	0	2	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	dropped	Zotu323	LCA	3	0	0	0	0	7	0	27	25	0	3	9	12	0	25	55	0	81	12	37	0	43	139	1	48	17	140	28	82	193	0	0	16	48	10	31	0	13	27	110	23	0
Eukaryota		Haptophyta					Haptophyta environmental samples	Zotu330	LCA	3	0	0	0	0	1	0	15	1	2	4	0	20	0	20	9	0	292	21	2	0	25	0	0	26	0	0	45	5	1	1	1	6	10	0	122	0	11	68	18	2	0
Eukaryota		Haptophyta		dropped	dropped	dropped	dropped	Zotu331	LCA	4	0	0	0	0	8	0	2	0	168	0	0	7	0	36	21	0	0	20	13	0	46	0	5	1	51	0	73	0	38	1	40	9	11	33	13	0	18	54	25	52	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu333	LCA	2	0	0	0	0	27	0	0	0	0	0	0	0	0	45	17	0	0	7	0	0	126	0	0	0	0	0	0	97	16	0	0	0	0	0	295	0	8	1	0	0	0
Eukaryota			Acantharea	Arthracanthida	Phyllostauridae	dropped	dropped	Zotu343	LCA	5	0	0	0	0	26	0	141	0	15	5	12	10	0	125	21	0	0	22	61	0	97	185	40	4	13	15	0	0	80	4	65	41	2	23	0	0	74	8	0	4	0
Eukaryota			Dinophyceae				Dinoflagellata sp. DF5	Zotu345	LCA	4	0	0	0	0	0	0	0	30	35	76	32	0	0	1	17	53	95	24	13	0	0	20	7	0	0	0	0	42	69	1	59	13	5	0	104	0	2	35	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	dropped	dropped	dropped	Zotu355	LCA	3	0	0	0	0	45	0	0	5	16	0	0	14	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0
Eukaryota		Haptophyta		dropped	dropped	dropped	dropped	Zotu361	LCA	4	0	0	0	0	8	0	0	6	10	21	0	36	0	31	13	0	0	12	15	0	60	10	7	1	14	31	7	111	16	1	18	21	22	1	0	0	11	60	2	31	0
Eukaryota		Haptophyta					uncultured marine haptophyte	Zotu362	LCA	1	0	0	0	0	0	0	11	0	0	0	0	30	0	30	0	0	0	38	19	0	28	0	31	36	21	3	145	138	42	6	78	56	13	16	0	0	45	88	17	27	0
Eukaryota			Polycystinea	Spumellaria	Actinommidae	Saturnalis	Saturnalis circularis	Zotu371	LCA	3	0	0	0	0	9	0	51	122	0	0	0	10	0	24	7	0	0	11	4	0	0	0	13	0	0	0	30	52	0	4	0	16	0	0	217	0	108	6	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon sieburthii	Zotu376	LCA	3	0	0	0	0	5	0	0	0	0	0	23	0	0	36	87	352	0	6	0	0	0	22	0	0	0	0	0	1	0	0	0	0	15	0	0	0	55	1	0	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura fusiformis	Zotu381	LCA	3	0	0	0	0	0	0	0	0	0	25	0	0	0	14	64	0	0	3	0	0	0	0	0	0	0	6	0	0	0	4	0	372	0	34	0	0	8	16	46	0	0
Eukaryota		dropped	dropped	dropped	dropped	dropped	dropped	Zotu383	LCA	4	0	0	0	0	4	0	9	29	15	0	0	5	0	103	53	0	0	10	93	0	43	0	18	0	17	0	44	0	0	4	1	0	3	0	53	0	27	33	0	0	0
Eukaryota		Haptophyta		dropped	dropped	dropped	dropped	Zotu384	LCA	6	0	0	0	0	50	0	0	1	0	0	0	16	0	50	23	0	29	14	158	0	25	0	0	3	2	0	27	39	0	5	0	6	0	1	169	0	40	58	38	2	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	Blastodinium contortum	Zotu386	LCA	3	0	0	0	0	1	187	0	9	1	21	3	10	0	7	0	19	11	3	6	0	12	101	3	1	0	1	32	15	122	2	2	11	3	4	0	0	3	10	4	1	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	dropped	Zotu390	LCA	4	0	0	0	0	111	0	0	144	4	0	0	0	0	329	197	0	0	20	0	0	0	13	37	1	2	5	41	0	0	8	0	23	0	23	30	0	30	87	23	0	0
Eukaryota			Dinophyceae	Syndiniales			uncultured Duboscquella	Zotu395	LCA	1	0	0	0	0	11	0	0	0	0	0	0	8	0	58	0	0	0	31	29	0	102	0	0	0	0	0	24	175	43	0	0	10	0	0	0	0	9	49	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	dropped	dropped	dropped	dropped	Zotu398	LCA	10	0	0	0	0	8	138	0	0	0	4	7	0	0	20	7	0	0	5	46	0	1	0	24	58	0	0	22	140	0	5	0	63	11	40	0	0	9	55	0	0	0
Eukaryota				Telonemida		Telonema	uncultured Telonema	Zotu400	LCA	2	0	0	0	0	20	0	0	77	17	3	0	13	0	30	23	0	0	20	118	0	5	0	1	0	0	0	41	0	71	4	14	10	6	0	0	0	26	19	8	8	0
Eukaryota		dropped	dropped	dropped	dropped	dropped	dropped	Zotu404	LCA	5	0	0	0	0	12	54	35	1	51	0	0	3	0	34	19	0	0	8	0	0	39	0	0	0	3	0	0	114	0	5	16	15	0	3	14	0	42	21	11	13	0
Eukaryota		Ciliophora	Spirotrichea	Euplotida	Euplotidae	Euplotes	uncultured Euplotes sp.	Zotu408	LCA	6	0	0	0	0	8	0	0	0	9	17	3	23	0	40	6	0	159	10	20	0	9	0	4	28	4	57	15	0	0	0	7	5	13	0	0	0	9	10	80	51	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida			Calanoida sp. CP12	Zotu411	LCA	2	0	0	0	0	0	0	1	530	0	0	0	1	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	205	1	0	0	0
Eukaryota		Ciliophora	Spirotrichea		Tontoniidae	Pseudotontonia	Pseudotontonia simplicidens	Zotu418	LCA	3	0	0	0	0	0	0	22	0	10	19	1	37	0	17	0	0	0	24	70	0	83	0	0	12	6	109	3	0	98	0	11	58	11	49	0	0	2	29	28	16	0
Eukaryota		dropped	dropped	dropped	dropped	dropped	dropped	Zotu419	LCA	7	0	0	0	0	13	0	0	18	14	221	5	1	0	8	26	0	0	3	2	0	34	0	15	1	38	36	0	3	11	0	1	34	25	37	0	0	16	22	14	17	0
Eukaryota		Ciliophora	Spirotrichea		Strombidiidae	Strombidium	Strombidium sp.	Zotu426	LCA	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	2	0	12	55	0	0	0	0	0	0	5	19	0	0	0	0	306	97	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura cophocerca	Zotu429	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	394	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota							eukaryote clone OLI11059	Zotu439	LCA	3	0	0	0	0	0	0	0	0	0	0	14	9	0	17	55	316	0	0	20	0	0	0	0	15	0	0	0	0	0	0	0	0	2	0	0	0	43	4	0	0	0
Eukaryota			Dinophyceae	Syndiniales			uncultured Syndiniales	Zotu452	LCA	2	0	0	0	0	22	93	0	0	0	0	0	0	0	77	14	0	0	13	13	0	10	0	2	0	0	0	15	54	86	10	0	0	0	0	20	0	21	12	0	0	0
Eukaryota			Polycystinea	Spumellaria	Actinommidae	Saturnalis	Saturnalis circularis	Zotu457	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	58	0	0	0	250	0	75	10	0	0	0
Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	dropped	dropped	dropped	Zotu469	LCA	9	373	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon sieburthii	Zotu474	LCA	3	0	0	0	0	2	0	0	0	0	1	6	0	0	1	2	324	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota			Phaeophyceae	dropped	dropped	dropped	dropped	Zotu481	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Eukaryota			Acantharea	Arthracanthida	dropped	dropped	dropped	Zotu486	LCA	4	0	0	0	0	9	205	0	0	35	12	0	7	0	1	1	0	0	15	7	0	18	13	2	16	0	27	1	13	0	0	0	3	8	0	0	0	6	15	0	0	0
Eukaryota			Dinophyceae	Suessiales	Suessiaceae	Ansanella	Ansanella natalensis	Zotu489	LCA	3	0	0	0	0	0	0	110	0	30	5	67	6	0	3	3	0	0	13	5	0	0	0	12	73	0	32	0	13	16	1	0	10	39	5	0	0	0	15	16	3	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu491	LCA	3	0	0	0	0	18	1	2	120	2	24	0	22	0	96	19	0	0	27	56	0	37	0	20	10	8	40	34	24	40	8	0	11	7	15	0	0	37	45	16	40	0
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	Aglaura	Aglaura hemistoma	Zotu495	LCA	5	0	0	0	0	9	0	14	208	53	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	37	0	0	0	24	0	14	0	0	0	0
Eukaryota			Chrysophyceae				uncultured marine chrysophyte	Zotu504	LCA	4	0	0	0	0	13	47	0	0	12	0	1	69	0	15	1	0	0	16	14	0	52	0	6	2	10	12	38	19	1	3	14	19	5	29	0	0	0	26	16	11	0
Eukaryota			Polycystinea	Collodaria	Collozoidae	Cladococcus	Cladococcus sp. A MMS-2020	Zotu505	LCA	3	0	0	0	0	4	0	7	45	0	0	0	0	0	121	18	88	0	9	0	0	65	0	6	0	0	0	0	0	0	6	0	0	26	0	17	0	53	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	dropped	Zotu510	LCA	4	0	0	0	0	0	0	0	35	1	56	40	20	0	11	0	0	0	3	1	0	6	23	9	8	4	68	0	8	5	8	0	3	96	10	4	0	26	18	604	18	0
Eukaryota	Metazoa	Porifera	Demospongiae	dropped	dropped	dropped	dropped	Zotu514	LCA	2	0	0	0	0	0	0	0	41	33	11	0	35	0	0	0	0	0	9	0	0	0	0	1	29	5	30	10	9	8	0	64	151	11	48	0	0	0	10	4	7	0
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon primus	Zotu530	LCA	3	0	0	0	0	0	35	0	0	0	34	34	16	0	21	10	162	8	5	0	0	13	48	0	0	0	0	0	42	14	0	0	0	17	32	33	0	49	3	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	Paragymnodinium asymmetricum	Zotu533	LCA	2	0	0	0	0	0	0	24	72	39	2	19	3	0	15	0	0	0	38	49	0	0	17	30	8	0	16	0	24	13	3	11	4	0	0	0	0	9	5	3	11	0
Eukaryota			Acantharea	Arthracanthida	Dorataspididae	dropped	dropped	Zotu539	LCA	4	0	0	0	0	60	0	0	3	37	41	0	0	0	94	82	0	0	3	2	0	13	7	0	0	0	30	48	0	60	1	0	26	0	0	7	0	3	9	0	1	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	dropped	Zotu545	LCA	3	0	0	0	0	0	0	0	123	0	0	0	0	0	9	0	66	0	10	0	0	12	59	0	0	0	0	0	70	13	0	0	0	8	0	0	0	40	2	0	0	0
Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreida	Gryphaeidae	Hyotissa	dropped	Zotu551	LCA	4	0	0	0	0	28	0	0	0	0	0	0	0	0	88	8	0	0	0	0	0	41	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota		Haptophyta		dropped	dropped	dropped	dropped	Zotu554	LCA	4	0	0	0	0	16	0	23	28	52	19	3	83	0	75	74	0	10	42	116	0	59	3	10	35	67	147	101	127	154	4	103	121	54	140	6	0	21	104	141	156	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	dropped	Zotu557	LCA	3	0	0	0	0	0	0	8	0	2	7	0	0	0	0	15	0	175	32	22	0	0	4	19	2	0	5	0	1	7	4	0	0	14	1	0	0	0	3	0	0	0
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	dropped	dropped	dropped	Zotu576	LCA	7	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	8	4	0	0	0	0	24	143	28	4	0	0	0	4	0	0	51	0	0	0	0
Eukaryota			Polycystinea				uncultured marine Polycystinea	Zotu581	LCA	2	0	0	0	0	6	0	0	0	0	0	0	0	0	52	45	0	0	6	30	0	42	0	0	0	0	0	15	54	0	0	0	0	0	0	0	0	27	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium catenatum	Zotu582	LCA	4	0	0	0	0	9	0	0	12	0	4	5	26	0	14	5	0	218	6	10	0	1	0	0	10	0	0	0	0	72	0	0	3	18	0	38	0	4	11	4	4	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	dropped	Zotu588	LCA	3	0	0	0	0	1	0	3	0	0	4	29	0	0	1	67	0	23	23	44	0	3	4	0	3	7	2	7	39	93	0	0	0	22	0	0	0	0	2	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	dropped	dropped	dropped	Zotu596	LCA	3	0	0	0	0	0	0	0	428	0	0	0	1	0	3	0	0	0	4	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	675	8	0	0	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	dropped	Zotu603	LCA	4	0	0	0	0	9	0	0	0	2	59	63	0	0	13	3	0	0	6	23	0	6	73	11	11	4	17	0	38	1	0	0	1	19	1	0	0	43	0	17	18	0
Eukaryota	Metazoa	Porifera	Demospongiae	Dictyoceratida	dropped	dropped	dropped	Zotu606	LCA	9	0	0	0	0	0	0	0	0	0	3	12	17	0	0	0	0	0	7	4	0	0	0	0	14	63	70	17	0	0	2	3	79	8	76	0	0	1	8	10	23	0
Eukaryota			Acantharea	Arthracanthida	dropped	dropped	dropped	Zotu611	LCA	5	0	0	0	0	0	0	0	104	0	4	0	0	0	23	4	0	0	5	7	0	0	0	1	16	9	0	48	0	0	3	0	0	0	16	116	0	0	1	0	0	0
Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreida	Gryphaeidae	Hyotissa	dropped	Zotu622	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	dropped	Zotu623	LCA	9	0	0	0	0	0	0	0	3	0	0	0	6	0	4	0	0	0	6	31	0	100	0	0	15	0	0	0	1	0	4	0	8	24	0	0	0	0	8	75	8	0
Eukaryota			Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	dropped	Zotu635	LCA	4	0	0	0	0	1	0	4	30	23	8	23	3	0	7	19	425	0	11	5	0	15	20	12	8	1	6	48	8	62	1	2	6	9	6	0	0	12	18	6	5	0
Eukaryota		Cercozoa					uncultured Cercozoa	Zotu638	LCA	2	0	0	0	0	5	0	0	0	10	0	0	0	0	27	32	0	0	3	0	0	31	0	0	9	0	0	0	14	0	1	0	0	0	0	87	0	23	13	9	0	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	dropped	Zotu642	LCA	3	0	0	0	0	34	0	0	0	0	0	1	0	0	1	15	2	107	2	1	0	19	43	0	0	0	0	6	0	43	0	0	0	0	0	10	0	11	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu646	LCA	4	0	0	0	0	9	0	0	18	0	8	15	0	0	11	14	58	18	3	0	0	0	0	9	48	5	27	4	0	14	1	0	5	26	29	0	0	2	12	7	1	0
Eukaryota			Dinophyceae				Dinoflagellata sp. DF2	Zotu653	LCA	3	0	0	0	0	0	0	0	22	4	0	0	0	0	6	30	0	0	33	2	0	21	5	12	0	0	0	8	57	35	4	0	19	0	0	3	0	3	40	0	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura fusiformis	Zotu678	LCA	3	0	0	0	0	0	0	0	0	0	142	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	31	0	0	0	1	0	53	0	0	0	0	4	3	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon sieburthii	Zotu681	LCA	3	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	184	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Parabradya	Parabradya dilatata	Zotu686	LCA	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
Eukaryota			Polycystinea	Entactinaria	Hexalonchidae	Hollandosphaera	Hollandosphaera hexagonia	Zotu691	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	22	0	1	0	0	0	37	50	104	11	0	7	0	0	0	0	8	6	0	0	0
Eukaryota	Fungi	Basidiomycota	Agaricomycetes	dropped	dropped	dropped	dropped	Zotu697	LCA	9	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	dropped	dropped	dropped	dropped	Zotu698	LCA	3	0	0	0	0	0	141	0	0	3	1	0	4	0	1	0	0	0	1	0	0	7	0	0	5	2	0	8	0	0	1	0	13	8	26	0	0	0	7	2	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu701	LCA	2	0	0	0	0	2	135	0	0	0	2	4	0	0	7	0	32	0	1	0	0	0	1	0	6	0	14	7	50	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	dropped	dropped	dropped	dropped	Zotu707	LCA	9	0	0	0	0	0	0	0	8	55	81	8	139	0	2	0	0	0	3	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	Blastodinium galatheanum	Zotu709	LCA	2	0	0	0	0	10	0	2	17	0	0	48	0	0	1	0	160	0	10	0	0	0	18	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0
Eukaryota			Polycystinea	Nassellaria	Plagiacanthidae	Lithomelissa	Lithomelissa setosa	Zotu716	LCA	2	0	0	0	0	1	0	0	0	0	0	0	0	0	74	61	0	0	6	0	0	11	0	0	0	0	0	0	13	0	1	0	1	0	0	96	0	25	0	0	0	0
Eukaryota			Acantharea	Holacanthida	Acanthochiasmidae	dropped	dropped	Zotu721	LCA	4	0	0	0	0	0	0	0	0	0	35	0	0	0	4	0	0	0	9	0	0	5	2	0	0	0	0	0	221	0	0	0	0	0	0	0	0	34	0	0	0	0
Eukaryota	dropped	dropped	dropped	dropped	dropped	dropped	dropped	Zotu722	LCA	4	0	0	0	0	0	0	0	0	2	56	12	0	0	6	5	16	0	3	0	0	1	12	0	22	10	0	0	1	20	0	17	24	5	1	40	0	6	25	0	3	0
Eukaryota		Ciliophora	Oligohymenophorea	dropped	dropped	dropped	dropped	Zotu726	LCA	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	18	9	0	0	0	3	1	0	247	0	0	4	2	0	0
Eukaryota			Dictyochophyceae	Dictyochales		Vicicitus	Vicicitus globosus	Zotu744	LCA	4	0	0	0	0	8	0	0	11	0	6	0	36	0	7	0	0	0	12	0	0	26	0	10	0	0	10	0	26	50	0	0	8	2	0	0	0	1	18	7	3	0
Eukaryota			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	dropped	Zotu756	LCA	4	0	0	0	0	0	0	0	0	47	7	3	0	0	2	1	167	0	2	3	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
Eukaryota			Acantharea	Holacanthida	Acanthochiasmidae	dropped	dropped	Zotu769	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	55	0	1	0	0	0	0	0	0	0	0	0	0	0	32	0	89	1	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Haplosclerida	dropped	dropped	dropped	Zotu777	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	23	0	0	0	8	0	0	195	0	3	6	0	0	0
Eukaryota			Polycystinea	Collodaria	Collophidiidae	Collophidium	Collophidium serpentinum	Zotu779	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	274	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	dropped	dropped	dropped	Zotu780	LCA	3	0	0	0	0	7	0	744	0	0	0	0	0	0	90	20	0	0	202	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	7	21	0	4	106	0	0	0
Eukaryota			Chrysophyceae				uncultured marine chrysophyte	Zotu784	LCA	5	0	0	0	0	0	0	0	8	10	3	0	2	0	7	0	0	0	6	6	0	0	3	1	8	1	19	0	107	15	2	3	0	6	0	0	0	10	14	25	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	dropped	Zotu798	LCA	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0
Eukaryota	Metazoa	Echinodermata	Echinoidea	Diadematoida	Diadematidae	dropped	dropped	Zotu799	LCA	5	0	0	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	106	0	0	0	8	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium chlorophorum	Zotu800	LCA	3	0	0	0	0	0	0	0	33	0	23	15	1	0	4	0	0	1	4	23	0	0	0	4	10	20	0	32	0	2	0	10	0	2	2	0	0	12	6	83	10	0
Eukaryota	Metazoa	Phoronida			Phoronidae	Phoronis	Phoronis ovalis	Zotu805	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	47	112	0	1	0	16	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBIC10749	Zotu824	LCA	1	0	0	0	0	0	0	0	0	0	0	32	1	0	2	0	0	0	2	0	0	72	2	0	7	0	0	10	0	0	0	52	0	4	16	0	0	11	11	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu848	LCA	6	0	0	0	0	0	0	22	0	0	11	57	19	0	0	0	0	2	1	0	0	1	3	12	6	22	15	0	1	0	1	19	0	3	5	0	0	1	0	108	20	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu858	LCA	6	0	0	0	0	0	0	0	9	1	0	0	28	0	1	0	0	0	16	21	0	2	0	4	2	3	47	1	2	42	0	0	4	2	14	0	0	21	14	0	58	0
Eukaryota			Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	Zotu862	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	4	0	0	37	37	0	0	6	0	0	0	5	9	0	0	18	0	87	25	0
Eukaryota		Cercozoa	Chlorarachniophyceae			dropped	dropped	Zotu867	LCA	5	0	0	0	0	10	0	0	30	0	0	0	14	0	3	0	0	0	12	1	0	4	0	0	0	0	0	5	16	0	0	2	6	4	13	0	0	0	10	27	6	0
Eukaryota	dropped	dropped	dropped	dropped	dropped	dropped	dropped	Zotu871	LCA	7	0	4	149	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Eukaryota							eukaryote clone OLI11006	Zotu898	LCA	2	0	0	0	0	1	0	1	0	0	0	0	1	0	13	0	0	139	2	5	0	1	2	0	2	6	0	1	0	4	0	0	16	1	6	0	0	2	5	0	4	0
Eukaryota	Metazoa	Mollusca	Bivalvia	Pectinida	Spondylidae	Spondylus	dropped	Zotu900	LCA	4	0	0	0	0	0	0	0	0	28	52	0	13	0	3	0	0	0	0	74	0	0	0	0	0	5	0	0	0	0	0	2	8	0	59	0	0	0	8	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	dropped	dropped	dropped	dropped	dropped	Zotu911	LCA	4	0	0	0	0	1	0	3	0	3	0	24	0	0	5	9	3	21	4	0	0	0	22	0	11	4	0	0	0	0	0	0	0	12	9	0	0	0	12	0	1	0
