OTU	B001	B002	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP023	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP032	BMSP033	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu4541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	14	18	0	0	0	0	0	0	0	0	0	0
Zotu4542	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0
Zotu4543	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	57	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4544	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
Zotu4547	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4549	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu4551	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4552	0	0	0	0	0	0	0	12	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4553	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0
Zotu4556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	3	0	0	0	0	0	0	0
Zotu4557	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	5	0	0	0	0	16	2	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Zotu4558	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	19	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu456	0	0	0	22	0	45	0	48	0	0	0	81	0	0	0	0	0	0	36	61	0	1	0	0	0	12	0	1	2	0	0	0	0	0	893	6	0	0	0	0
Zotu4561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
Zotu4562	0	0	3	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	42	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	5	0	0	0	0
Zotu4565	0	0	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4566	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
Zotu4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu457	0	0	17	0	0	106	3	18	0	19	0	56	0	0	234	0	173	0	36	0	0	22	0	14	0	37	108	6	140	22	0	0	3	0	0	75	0	0	0	0
Zotu4572	0	0	0	0	0	0	0	1	0	0	0	47	0	0	0	0	0	0	6	0	0	0	0	0	0	1	16	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4573	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	28	0	0	0	0	0	0	5	0	0	0	0
Zotu4575	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	4	0	0	0	0	2	7	0	0	1	18	0	3	0	0	0	0	0	0	0	0	0	0	0
Zotu4577	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Zotu4579	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	29	0	0	0	0	0	0	0	0	0	0	0
Zotu458	0	0	16	5	76	78	85	60	0	7	0	34	0	0	0	74	10	0	43	28	11	44	12	86	0	24	239	15	79	50	16	15	47	0	67	40	22	23	13	0
Zotu4581	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4582	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
Zotu4588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	24	0	5	0	0	0	0	0	0	0
Zotu459	0	0	0	0	0	33	0	69	0	40	0	6	31	0	0	69	47	0	39	0	0	23	89	84	0	17	0	1	293	96	30	0	54	0	87	17	0	0	162	0
Zotu4590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0
Zotu4599	0	0	0	5	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	3	0	1	1	0	0	0	4	9	0	0	0	0
Zotu46	0	0	138	1700	1	1686	93	77	0	0	0	376	0	0	0	203	752	0	657	0	105	180	0	24	0	470	1130	143	432	158	129	0	25	0	0	144	1494	0	0	0
Zotu460	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	19	0	46	0	0	18	0	0	441	0	0	0	0
Zotu4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0
Zotu4602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0
Zotu4609	0	0	3	0	0	9	0	0	0	2	0	3	0	0	0	0	0	0	25	0	0	4	0	0	0	5	4	1	1	0	4	0	0	0	1	4	0	0	0	0
Zotu461	0	0	21	0	183	0	88	22	70	3	0	14	0	0	0	3	16	0	2	0	4	100	40	124	0	6	2	21	94	37	21	0	11	0	0	0	320	0	23	0
Zotu4612	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	31	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu4613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0
Zotu4614	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4615	0	0	0	0	0	0	0	2	0	0	0	0	18	0	0	0	0	0	0	0	0	2	0	1	0	6	0	4	0	0	0	0	7	0	0	4	0	1	0	0
Zotu4619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu462	0	0	21	21	6	2	6	12	40	10	0	54	0	0	63	37	57	0	102	92	15	34	57	48	0	81	131	20	9	38	17	139	18	0	36	114	3	14	1	0
Zotu4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4623	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	34	7	0
Zotu4625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4627	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4629	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4630	0	0	7	0	0	0	3	9	0	2	0	10	1	0	2	2	2	0	0	1	0	4	0	1	0	5	1	2	18	0	1	0	0	0	1	5	0	0	0	0
Zotu4634	0	0	5	0	0	0	0	0	0	10	0	17	0	0	0	10	0	0	2	0	0	0	0	1	0	4	0	0	10	0	0	0	2	0	1	5	0	0	5	0
Zotu4636	0	0	33	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	5	2	0	0	0	0
Zotu4638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
Zotu4639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0
Zotu464	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	0	405	0	0	6	0	0	14	0	0	0	0	638	0	0
Zotu4641	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4642	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
Zotu4644	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu4647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	23	0
Zotu4649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
Zotu465	0	0	38	0	0	1	68	27	95	17	0	65	14	0	0	6	8	0	100	29	72	151	28	40	0	73	31	30	52	65	86	58	13	0	1	35	43	40	54	0
Zotu4651	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	2	0	3	0	0	0	3	5	2	0	0	0	0	0	0	0	0	0	0
Zotu4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	6	0	0	0	0	0	0	8	0	22	0
Zotu4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
Zotu4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	77	0	0	0	0	0	0	0	0	0	0	0	0
Zotu466	0	0	62	0	1	2	0	0	0	0	0	119	0	0	1	0	0	0	310	0	82	0	0	15	0	21	1	29	2	0	0	0	0	0	0	385	1	0	0	0
Zotu4662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0
Zotu4664	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4665	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0
Zotu4667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
Zotu4668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu467	0	0	0	0	0	0	0	0	0	0	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4670	0	0	1	0	0	7	0	0	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	22	0	0	0	0
Zotu4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
Zotu4672	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	15	0	0	0	0	0	17	0	0	0	0
Zotu4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	46	0	0	0	0	0	0	0	0	0	0	0
Zotu4675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	48	1	0	0	0	0	0	0	0	0	0	0
Zotu468	0	0	0	0	0	1	0	44	0	0	0	80	0	0	0	137	0	0	0	0	16	33	0	9	0	2	0	52	122	30	0	418	17	0	0	99	131	0	0	0
Zotu4680	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0
Zotu4681	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	4	0	0	0	0	5	1	4	0	0	0	0	0	1	10	9	3	0	0	0	0	0	4	0
Zotu4685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	25	0	3	0	0	0	0	0	0	0
Zotu469	0	0	0	0	0	160	0	1	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	2	0	0	129	190	0	0	0
Zotu4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4696	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4698	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu47	0	0	0	0	0	0	0	415	0	13	0	1555	0	0	2845	370	1	0	0	0	0	476	0	669	0	341	0	3	12	30	2	0	298	0	0	3397	16	1	883	0
Zotu470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu4702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	6	0	3	0	7	0	0	0	0	1	0	0	0	0	0	0	0
Zotu4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	0	2	78	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4707	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4708	0	0	4	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	1	0	10	2	0	0	0	1	19	0	0	4	0	0	2	0	0	2	0	0	0	0
Zotu4709	0	0	0	0	0	18	1	2	0	4	0	1	0	0	0	1	0	0	0	0	0	0	1	10	0	1	0	2	0	9	0	0	1	0	0	0	0	0	0	0
Zotu471	0	0	0	0	0	0	0	0	0	0	0	1	1287	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4717	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	34	0	0	0	0	0
Zotu4719	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu472	0	0	20	0	2	0	4	1	0	0	0	70	287	0	116	0	0	0	203	44	0	0	0	0	0	22	18	16	13	0	0	0	0	0	190	205	0	0	0	0
Zotu4720	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	7	0	12	0	0	0	1	0	0	3	0	0	0	0	0	0	0
Zotu4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
Zotu4724	0	0	0	0	0	0	0	9	0	0	0	12	0	0	0	2	0	0	3	0	0	1	0	0	0	2	0	4	0	11	0	0	0	0	0	0	0	0	0	0
Zotu4725	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4726	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	11	1	1	0	0	0	0	0	2	1	0	6	0	0	0	0	5	4	0
Zotu4729	0	0	1	0	0	0	0	16	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	11	0	2	0	0	0	0	0	0	0
Zotu4730	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	4	4	0	0	4	0	2	1	5	2	8	1	0	0	2	0	17	0	0
Zotu4733	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	11	0	5	0	0	0	2	0	1	0	0	0	0	0	0	0	5	0	0	0	0
Zotu4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	14	0	0	0	0	0	0	0
Zotu4738	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	4	2	0	1	0	0	0	0	0
Zotu4739	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu474	0	0	0	0	34	0	0	0	0	0	0	229	0	505	0	0	0	0	0	0	0	0	0	0	0	4	0	0	165	28	0	0	0	0	0	96	0	0	0	0
Zotu4745	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4746	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	0	0	2	1	0	0	0	0	0	0	0	1	23	6	0	0
Zotu4748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
Zotu475	0	0	77	0	0	2	161	20	0	36	0	21	0	0	0	10	12	0	2	4	68	90	12	38	0	23	14	31	50	30	19	144	14	0	0	13	39	87	17	0
Zotu4750	0	0	0	0	0	0	32	0	0	1	0	1	0	0	0	5	5	0	0	0	0	14	1	6	0	4	0	3	6	5	1	4	9	0	2	0	0	0	6	0
Zotu4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	53	0	0	0	0	0	0	3	0	0	0	0
Zotu4758	0	0	0	0	0	3	0	0	0	0	0	10	0	0	3	0	0	0	3	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	20	3	0	0	0	0
Zotu4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu476	0	0	0	0	0	0	16	11	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	87	0	0	0	0	0	0	16	0	130	0	0	0	0	581	164	0
Zotu4762	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	0	22	0	2	0	0	1	0	5	0	0	0	0	0	0	0	0	0
Zotu4763	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	3	0	0	0	0
Zotu4765	0	0	7	0	0	0	2	1	0	0	0	0	15	0	20	6	0	0	2	0	0	3	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
Zotu4766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4767	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	1	0	0	0	6	5	0	0	0	0	0	3	8	0	0
Zotu4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
Zotu4772	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	3	0	0	0	0	0	0	0
Zotu4775	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
Zotu4776	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu478	0	0	84	0	1	9	31	29	0	3	0	28	0	0	0	22	25	0	280	44	23	56	39	58	0	29	7	38	13	42	53	7	17	0	18	26	66	165	66	0
Zotu4782	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	1	1	0	0	0	2	0	1	0	0	0	0	0	0	1	4	0	0
Zotu4786	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	3	2	0	1	0	1	0	16	0	0	0	0	0
Zotu4787	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	79	54	0	0	0	0	0	743	0	0	0	0	0	149	4	29	0	6	0	0	23	0	0	33	0
Zotu4790	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	13	0	0	0	0
Zotu4793	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4795	0	0	4	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	7	12	0	0	0	0	0	4	0	1	6	0	0	0	0	0	0	2	0	0	0	0
Zotu4796	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	4	0	0	3	0	0	0	0	1	0	1	0	2	0	0	0	0	3	0	0	0	0	17	0	0
Zotu4797	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu48	0	0	0	0	0	0	1032	1257	0	4	0	2	0	0	0	960	0	0	301	0	1459	281	1338	361	0	198	0	88	333	407	286	468	313	0	0	68	171	4	540	0
Zotu4801	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4804	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	14	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	6	0	0	0	0
Zotu4805	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
Zotu4807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu481	0	0	6	3	37	0	93	49	103	27	0	84	0	0	0	91	15	0	0	0	45	24	7	40	1	18	2	7	156	51	17	0	28	0	0	29	6	147	73	0
Zotu4816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4818	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	1	1	0	0	0
Zotu482	0	0	6	0	162	2	17	34	0	4	0	4	0	0	7	29	4	0	0	11	5	75	36	91	0	32	53	81	49	64	12	73	45	0	24	43	60	29	131	0
Zotu4820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2	0	0	0	0	0	0	0	0	0	0
