OTU	B001	B002	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP023	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP032	BMSP033	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu1851	0	0	0	0	3	17	1	7	0	0	0	0	0	0	0	0	0	0	10	0	75	14	0	18	0	2	0	14	0	4	7	19	3	0	0	4	0	24	4	0
Zotu1852	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	14	0	0	0	0	6	0	0	0	0	0	0	0
Zotu1854	0	0	32	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	56	0	0	1	0	0	0	5	0	4	0	0	0	0	1	0	0	94	0	0	0	0
Zotu1855	0	0	3	0	0	0	0	5	0	9	0	13	0	0	0	4	1	0	0	20	3	15	12	24	0	5	11	5	7	53	8	0	7	0	0	1	18	7	8	0
Zotu1856	0	0	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	4	0	0	0	30	10	0	5	0	0	0	0	0	122	0
Zotu1857	0	0	0	0	33	0	1	6	0	12	0	1	0	0	0	36	33	0	3	0	0	1	2	18	0	11	1	0	25	9	0	0	2	0	0	4	0	0	14	0
Zotu1858	0	0	0	0	0	62	4	1	0	0	0	8	0	0	0	3	0	0	0	0	4	15	0	42	0	1	2	3	14	5	0	0	3	0	0	0	53	1	3	0
Zotu1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	210	7	0	0	0	0	0	0	0
Zotu186	0	0	0	0	0	0	2216	50	0	0	0	16	0	0	0	0	0	0	205	0	0	9	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Zotu1860	0	0	36	0	0	0	0	4	0	0	0	0	86	0	0	0	0	0	2	0	0	2	0	38	0	5	0	13	2	2	4	0	2	0	10	0	0	14	0	0
Zotu1862	0	0	0	0	0	0	0	0	0	3	0	11	0	0	31	7	6	0	1	0	61	1	0	4	0	4	0	0	0	8	7	0	3	0	2	2	34	40	0	0
Zotu1863	0	0	53	0	7	0	0	0	0	6	0	0	0	0	0	0	10	0	1	0	0	7	0	1	0	1	0	3	0	8	0	0	1	0	130	0	0	0	0	0
Zotu1866	0	0	31	0	0	1	70	16	0	7	0	97	0	0	0	2	10	0	1	0	2	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0
Zotu1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1869	0	0	15	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1	155	0	8	0	0	0	2	0	0	0	0	3	0	0	0	0	5	0	0	0	0
Zotu187	0	0	91	0	758	1	138	53	0	3	0	18	0	0	0	142	19	0	159	17	14	96	118	180	0	48	24	68	20	75	79	34	33	0	169	46	49	53	256	0
Zotu1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0
Zotu1873	0	0	5	0	0	19	0	1	0	0	0	20	0	0	0	0	1	0	9	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	203	3	0	0	0	0
Zotu1874	0	0	0	0	0	0	6	0	0	1	0	2	0	0	0	13	1	0	5	5	0	4	0	18	0	4	18	7	0	5	4	0	0	0	0	0	0	1	103	0
Zotu1875	0	0	55	0	0	49	0	3	0	0	0	41	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	1	96	0	0	0	0
Zotu1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0
Zotu1877	0	0	0	0	5	0	26	5	0	3	0	7	0	0	0	2	0	0	24	0	2	8	0	23	0	4	1	26	2	8	11	12	2	0	35	6	27	0	0	0
Zotu1878	0	0	0	0	0	0	0	2	0	3	0	13	0	0	13	15	0	0	0	0	2	8	0	2	0	3	59	4	32	5	0	0	1	0	0	0	40	0	3	0
Zotu1879	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	41	89	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	4	0	0	0
Zotu1880	0	0	0	0	2	0	19	1	0	0	0	4	0	0	0	9	0	0	0	0	0	13	0	109	0	0	0	0	2	18	0	0	1	0	0	13	0	64	0	0
Zotu1881	0	0	0	0	0	29	0	1	0	0	0	9	123	0	0	3	0	0	0	11	0	1	0	1	0	12	19	0	2	0	0	0	0	0	0	15	0	0	0	0
Zotu1882	0	0	4	0	0	12	0	13	0	0	0	32	0	0	0	59	4	0	0	73	0	3	1	7	0	3	0	1	0	2	0	0	0	0	0	2	0	0	5	0
Zotu1883	0	0	0	0	0	112	14	5	0	13	0	3	0	0	0	8	14	0	0	0	188	12	0	12	0	2	1	5	4	13	9	9	7	0	0	1	5	51	2	0
Zotu1885	0	0	0	5	0	0	0	2	0	0	0	11	0	0	0	0	0	0	64	0	0	2	0	0	0	19	27	8	2	0	0	0	0	0	0	82	0	0	0	0
Zotu1886	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	26	3	0	8	0	12	0	10	0	3	5	12	12	0	3	0	9	0	54	12	31	0
Zotu1887	0	0	1	0	5	1	0	6	0	0	0	2	205	0	4	0	0	0	0	0	0	0	0	6	0	5	0	0	0	7	0	0	0	0	0	1	0	0	0	0
Zotu1889	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Zotu189	0	0	6	0	7	272	170	126	42	33	0	95	0	1	5	163	21	0	78	32	44	253	53	192	0	118	319	54	182	161	91	149	60	0	25	140	159	71	151	0
Zotu1891	0	0	24	0	1	1	4	2	0	0	0	4	0	0	0	0	0	0	7	2	0	7	3	32	0	6	0	7	0	30	0	58	2	0	0	2	0	27	3	0
Zotu1892	0	0	1	18	0	0	19	4	0	10	0	0	0	0	0	0	14	0	255	0	1	15	0	10	0	9	0	10	55	22	1	0	12	0	0	2	0	0	39	0
Zotu1893	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	33	0	0	1	0	0	0	0	0	14	0
Zotu1894	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1895	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	2	0	30	0	1	23	62	45	0	6	0	1	3	5	1	2	13	0	0	1	1	0	9	0
Zotu1896	0	0	0	0	1	0	10	2	0	0	0	0	26	0	11	0	0	0	0	0	47	25	10	8	0	3	0	3	9	8	21	1	0	0	0	0	21	25	2	0
Zotu1897	0	0	0	0	0	0	0	13	0	0	0	2	0	0	101	0	0	0	22	0	0	8	4	0	0	7	0	0	0	2	0	0	2	0	0	0	1	36	9	0
Zotu1899	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	21	0	0	0	0	130	7	22	2	0	4	0	0	0	7	2	1	2	0	1	0	0	0	43	0
Zotu19	0	0	233	0	2	24	1660	1219	0	9	0	713	5009	0	1	1740	54	0	607	0	499	278	475	1100	0	260	698	146	749	1049	653	0	348	0	1	97	517	344	719	0
Zotu1900	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	58	0	0	0	3	10	0	58	0	1	7	1	0	0	11	1	1	19	0	7	25	0
Zotu1901	0	0	0	0	0	2	3	2	0	8	0	15	0	0	0	7	2	0	5	2	23	9	88	7	0	10	3	1	1	3	1	0	1	0	0	7	11	3	0	0
Zotu1904	0	0	0	0	25	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	16	49	3	0	4	4	0	0	6	16	0	1	0	0	0	9	30	37	0
Zotu1905	0	0	0	0	0	0	47	4	0	0	0	20	0	0	0	4	0	0	3	1	3	15	0	27	0	6	11	2	5	7	19	0	7	0	3	19	0	0	0	0
Zotu1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Zotu191	0	0	358	1	0	0	0	0	0	0	0	51	585	0	0	0	0	0	1	529	0	0	0	0	0	49	0	20	103	0	0	0	0	0	0	740	0	0	0	0
Zotu1910	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	60	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Zotu1911	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Zotu1912	0	0	7	0	0	0	0	7	0	6	0	1	0	0	0	7	1	0	0	64	1	3	1	1	0	1	0	2	0	7	8	6	0	0	0	1	0	118	0	0
Zotu1913	0	0	0	0	0	0	0	2	0	148	0	0	0	0	0	0	0	0	0	17	0	8	0	9	0	3	0	0	0	0	0	0	3	0	0	14	0	0	0	0
Zotu1914	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	16	0	0	10	0	0	0	0	0	0	11	4	3	10	1	0	0	0	0	0	70	0	0	0	0
Zotu1915	0	0	14	0	5	0	0	0	0	0	0	26	0	0	0	0	1	0	67	0	0	34	0	4	0	11	0	11	4	6	17	0	4	0	0	60	5	3	0	0
Zotu1916	0	0	0	0	0	0	3	2	0	1	0	0	188	0	0	0	1	0	1	0	0	7	4	31	0	7	0	4	4	5	1	33	6	0	0	0	2	0	2	0
Zotu1917	0	0	5	1	0	1	0	9	0	0	0	1	0	0	0	26	17	0	21	0	1	24	1	6	0	10	3	12	44	17	8	0	1	0	0	3	0	6	0	0
Zotu1918	0	0	6	69	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	14	0	9	0	1	0	0	1	1	0	0	0	0	0	90	0	0	0	0
Zotu1919	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	28	218	9	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	5	0
Zotu192	0	0	179	199	51	43	69	122	0	79	0	119	0	0	0	64	22	0	19	19	150	127	17	192	0	18	45	44	111	129	31	13	57	0	1	6	348	332	130	0
Zotu1922	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	11	14	0	0	0	0	3	34	25	0	1	0	4	0	13	28	0	19	0	0	0	0	0	15	0
Zotu1923	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	5	0	0	0	0	0	0	0	14	0	0
Zotu1925	0	0	0	86	0	0	0	18	0	0	0	0	0	0	0	0	64	0	0	0	0	4	0	18	0	0	0	6	15	0	7	0	6	0	0	0	0	0	0	0
Zotu1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1928	0	0	0	0	0	0	0	0	0	3	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	7	49	0	0	0	0	0	0	0	0	32	0	0	52	0
Zotu193	0	0	350	56	338	177	0	26	0	0	0	203	0	0	0	39	302	0	55	0	0	66	124	66	0	62	65	8	81	89	105	0	8	0	0	192	184	129	25	0
Zotu1930	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	20	0	0	12	0	0	0	0	0	0	0
Zotu1931	0	0	0	0	0	0	0	5	0	62	0	76	0	0	0	0	44	0	0	0	0	29	0	0	0	3	0	0	0	5	0	0	2	0	0	0	0	0	0	0
Zotu1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1934	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	194	0	0	0	0	0	13	0	3	0	3	0	0	0	0	0	0	0	0	0	0
Zotu1936	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	40	2	0	0	0	0	11	4	12	0	14	0	10	49	5	0	10	4	0	0	24	0	0	41	0
Zotu1937	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	31	0	0	27	11	3	0	5	0	3	18	15	14	11	7	0	0	6	5	1	1	0
Zotu1939	0	0	0	0	0	123	0	5	0	0	0	3	0	0	0	2	0	0	0	0	0	15	1	15	0	2	0	1	0	13	3	0	12	0	0	2	20	0	10	0
Zotu194	0	0	0	0	0	0	0	7	0	0	0	167	0	0	0	65	169	0	57	0	0	0	0	0	0	45	0	3	27	0	0	0	0	0	1655	257	0	0	0	0
Zotu1940	0	0	0	0	0	1	33	1	0	0	0	0	0	0	0	1	0	0	20	7	15	9	0	21	0	3	3	6	0	24	17	1	0	0	0	1	0	44	3	0
Zotu1943	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	29	251	0	0	0
Zotu1944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1945	0	0	47	0	3	0	50	0	0	17	0	4	0	0	0	0	0	0	188	18	17	40	30	8	0	14	2	12	1	17	1	0	2	0	2	1	0	18	3	0
Zotu1946	0	0	0	0	0	0	0	17	0	0	0	27	0	0	0	0	0	0	0	0	0	9	0	36	0	35	0	0	16	0	0	0	1	0	0	0	0	0	56	0
Zotu1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu1949	0	0	0	0	0	0	179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	8	0	1	0	6	3	0	0	0	2	0	0	1	0	0	5	0
Zotu195	0	0	161	3	1	210	267	50	3	83	0	28	4	0	0	68	4	0	55	205	248	437	434	334	0	168	304	193	101	341	143	33	86	0	229	170	130	216	119	0
Zotu1950	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	56	101	0	1	41	7	0	2	0	9	0	4	0	0	0	0	0	0	0	0	1	0
Zotu1951	0	0	0	0	0	0	0	1	0	0	0	43	0	0	0	56	1	0	0	0	13	0	8	29	0	18	0	0	0	6	11	0	16	0	0	0	0	1	0	0
Zotu1952	0	0	4	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1956	0	0	0	0	0	145	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	16	0	1	0	3	0	2	1	0	1	0	0	0	0	5	0	17	0	0
Zotu1957	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	8	0	2	0	0	0	0	0	0	170	0	0	0
Zotu1959	0	0	8	0	0	30	0	3	0	4	0	12	0	0	0	15	7	0	68	0	1	2	0	13	0	1	3	0	0	5	12	0	0	0	0	4	0	0	0	0
Zotu1960	0	0	0	71	0	4	0	0	0	0	0	22	5	0	0	6	0	0	0	42	0	2	0	0	0	8	0	3	16	0	0	0	0	0	26	22	0	0	0	0
Zotu1961	0	0	15	0	0	79	2	0	0	0	0	59	61	0	0	0	0	0	12	4	0	0	0	0	0	22	2	1	1	0	0	0	0	0	13	15	3	0	0	0
Zotu1963	0	0	6	0	0	2	0	7	4	1	0	2	0	0	0	0	0	0	2	1	1	6	0	14	0	13	0	2	3	5	3	0	0	0	20	49	121	25	12	0
Zotu1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1969	0	0	0	0	0	0	0	4	0	0	0	33	0	0	0	0	0	0	0	0	0	14	0	0	0	27	0	0	96	4	19	0	1	0	0	0	0	11	16	0
Zotu197	0	0	101	0	0	0	0	68	0	128	0	39	0	0	0	315	185	0	15	49	73	285	131	203	0	82	52	221	26	177	139	0	174	0	28	46	254	0	174	0
Zotu1970	0	0	4	0	0	0	0	0	0	2	0	62	0	0	0	0	0	0	0	64	0	1	36	3	0	3	28	1	2	1	0	0	0	0	0	13	0	0	0	0
Zotu1972	0	0	7	0	3	1	0	0	0	0	0	59	0	0	0	0	0	0	38	4	0	0	0	0	0	22	3	2	4	3	0	0	0	0	31	20	0	0	0	0
Zotu1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Zotu1975	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	6	0	0	0	3	0	0	0	0	0	15	0	0	0	0	0	0	0	0	38	116	0	0	0	0
Zotu1977	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1978	0	0	0	0	0	2	0	0	194	0	0	2	0	0	8	0	0	0	0	0	0	2	0	0	0	1	0	1	0	3	2	0	0	0	0	6	1	3	0	0
Zotu1979	0	0	0	0	0	0	86	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	35	0	57	4	0	0	1	0	0	13	0	0	0	0
Zotu198	0	0	24	0	0	0	0	3	0	38	0	1	1545	0	0	23	0	0	4	0	33	4	0	9	0	5	0	15	0	27	1	1	3	0	0	22	218	256	180	0
Zotu1980	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	40	0	5	0	8	17	26	0	0	0	0	0	0	0	91	0	0
Zotu1981	0	0	4	0	1	10	0	4	0	0	0	12	0	0	0	13	7	0	0	17	7	22	8	0	0	7	1	7	7	8	0	0	8	0	0	0	4	60	6	0
Zotu1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0
Zotu1983	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	5	0	0	0	0	9	0	0	0	1	0	12	0	6	9	106	2	0	0	35	0	0	0	0
Zotu1984	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	7	8	0	2	0	0	0	0	0	0	0
Zotu1985	0	0	1	71	0	0	0	0	0	0	0	12	0	0	0	0	0	0	131	0	0	1	0	1	0	6	0	1	0	13	0	0	0	0	0	29	0	0	0	0
Zotu1986	0	0	0	42	4	0	0	7	0	1	0	10	0	0	0	0	3	0	0	0	0	5	4	17	0	1	0	6	1	7	2	1	1	0	43	20	15	23	0	0
Zotu1987	0	0	0	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	7	0	0	0	0
Zotu1989	0	0	0	0	0	0	0	0	0	13	0	27	0	0	0	4	0	0	22	11	0	11	0	5	0	18	4	3	0	6	41	0	9	0	8	13	0	17	0	0
Zotu199	0	0	0	0	0	0	0	2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1991	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	8	10	0	10	12	0	20	29	40	0	3	2	6	5	12	0	0	3	0	0	0	0	3	16	0
Zotu1992	0	0	8	74	0	0	0	9	31	1	0	1	0	0	1	2	12	0	0	18	4	27	0	13	0	12	4	11	6	7	2	1	0	0	0	3	78	1	6	0
Zotu1996	0	0	14	0	0	31	23	15	0	13	0	2	0	0	0	8	0	0	0	0	6	7	0	17	0	4	20	6	0	1	4	27	2	0	0	4	3	2	1	0
Zotu1997	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Zotu2	0	0	109	0	0	108	6298	1274	824	1378	0	65	0	0	152	2586	2164	0	26	1	344	246	3588	4825	0	29	593	5	129	765	697	1913	1533	0	47	70	113	9243	8304	0
Zotu20	0	0	728	0	978	0	654	458	5184	0	0	1007	0	2807	1126	0	0	0	531	2862	782	103	1	495	0	354	0	715	426	502	144	328	124	0	591	729	998	0	11	0
Zotu200	0	0	36	3	13	333	4	45	0	108	0	44	116	0	89	25	20	0	97	225	195	331	76	126	0	105	36	105	156	140	160	57	80	0	5	48	45	507	69	0
Zotu2003	0	0	3	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	17	7	1	5	0	14	0	10	52	1	3	7	4	0	1	0	7	4	22	0	24	0
Zotu2004	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	72	0	0	0	10	0	0	0	0	0	0	0
Zotu2005	0	0	0	0	0	4	0	13	0	6	0	33	0	0	0	0	2	0	4	1	0	15	0	10	0	6	0	0	2	7	1	5	0	0	0	20	0	22	45	0
Zotu2006	0	0	4	0	0	0	0	0	25	0	0	5	0	0	0	0	0	0	2	0	115	6	0	6	0	30	0	1	0	11	0	0	2	0	0	0	0	1	10	0
Zotu2007	0	0	0	0	0	0	0	25	0	0	0	29	0	0	0	0	0	0	0	0	0	4	0	52	0	38	0	44	7	0	0	0	28	0	0	0	0	0	0	0
Zotu2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0
Zotu201	0	0	67	9	25	15	0	20	0	4	0	20	0	0	3	31	90	0	77	24	319	67	2	108	0	36	80	31	27	40	14	121	41	0	872	350	159	348	50	0
Zotu2010	0	0	0	0	39	4	13	7	1	3	0	0	0	0	0	7	1	0	3	0	2	21	1	15	0	3	0	7	1	40	13	2	11	0	0	0	0	18	2	0
Zotu2011	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0
Zotu2012	0	0	37	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	49	0	0	2	0	6	0	3	1	0	0	0	1	0	0	15	62	0	0	0
Zotu2013	0	0	0	0	0	0	0	0	0	0	0	1	191	0	0	0	0	0	12	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	5	0	0	0	0
Zotu2014	0	0	3	0	0	0	0	3	0	3	0	0	0	0	0	43	1	0	1	1	2	39	9	13	0	21	0	5	4	13	6	1	1	0	104	2	170	1	3	0
Zotu2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2016	0	0	0	0	0	62	0	4	0	0	0	3	0	0	0	95	14	0	0	0	6	0	1	0	0	2	0	0	0	13	6	0	1	0	0	21	2	0	0	0
Zotu2017	0	0	19	0	0	0	0	2	0	35	0	31	0	0	0	0	0	0	8	11	0	1	0	4	0	14	0	12	16	1	0	0	5	0	0	15	0	0	0	0
Zotu2018	0	0	0	0	0	0	0	2	0	3	0	4	0	0	0	0	1	0	0	1	1	2	1	1	0	1	0	1	0	2	0	149	3	0	0	1	1	16	0	0
Zotu2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	30	0	0	0	1	0	0	0	0	4	0	0	0	0	0	130	0
Zotu202	0	0	516	0	0	0	0	8	250	18	0	137	0	0	0	57	35	0	317	122	0	88	0	42	0	73	80	46	83	44	46	87	17	0	128	0	87	0	13	0
Zotu2020	0	0	13	2	0	31	0	8	0	0	0	7	0	0	0	0	1	0	8	2	1	1	2	7	0	4	48	6	3	4	0	0	1	0	3	10	9	6	0	0
Zotu2021	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	21	0	2	0	1	8	0	5	0	5	0	2	26	4	0	0	0	0	0	3	91	6	31	0
Zotu2022	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	63	5	0	0	0	0	107	0	0	6	0	0	12	0	0	0	0	0	0	0
Zotu2023	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	8	5	148	4	0	3	0	1	0	0	0	1	5	0	1	0	0	0	0	0	8	0
Zotu2024	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	53	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2025	0	0	1	0	0	10	1	4	0	2	0	26	1	0	0	20	0	0	21	3	28	18	5	3	0	8	0	4	4	4	1	1	6	0	5	4	1	2	0	0
Zotu2027	0	0	0	200	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2028	0	0	0	0	0	0	0	16	0	0	0	88	0	0	0	0	0	0	0	0	0	33	0	0	0	31	0	0	0	0	0	0	1	0	0	42	0	0	0	0
Zotu2029	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	45	0	2	0	0	0	47	0	31	0	0	34	0	0	0	0	1	0	0	0	0
Zotu2030	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	75	43	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	71	0	0	0	0
Zotu2031	0	0	0	98	0	56	0	0	0	0	0	50	0	0	0	0	0	0	0	12	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	10	0	0	0	0
Zotu2033	0	0	0	0	0	0	0	1	0	0	0	7	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	27	0	0	0	0
Zotu2035	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	8	0	19	0	0	0	6	0	0	20	0	0	0	0	0	84	0
Zotu2036	0	0	14	0	0	2	0	2	0	0	0	5	1	0	0	0	40	0	0	11	95	7	0	4	0	2	0	0	35	4	1	0	0	0	8	9	5	0	2	0
Zotu2037	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	75	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu2038	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	152	0	0	1	0	2	0	15	16	0	2	0	0	0	0	0	0	4	0	0	0	0
Zotu2039	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3	0	0	39	122	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0
Zotu2040	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
