OTU	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu814	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	10	0	0	0	94	0	0	7	0	17	0	0	0	0	0	47	0	9	0
Zotu817	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	134	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu819	0	0	0	0	0	0	2	18	0	0	0	0	0	67	5	0	0	7	0	0	8	0	0	6	0	0	16	1	14	5	8	6	1	0	18	0	16	33	0	11	0
Zotu82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2765	0	0	0	0
Zotu823	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	4	1	18	4	0	16	0	193	0	0	0	0	0	0	0	0	9	5	0	0
Zotu824	0	0	0	0	0	0	0	0	0	0	32	1	0	2	0	0	0	2	0	0	72	2	0	7	0	0	10	0	0	0	52	0	4	16	0	0	11	11	0	0	0
Zotu828	0	0	0	0	0	1	28	0	0	0	5	0	0	21	6	0	0	3	6	0	8	0	0	8	0	3	0	30	40	1	0	11	0	14	7	0	8	14	0	2	0
Zotu829	0	0	0	0	0	0	0	45	53	2	0	32	0	42	19	0	0	3	11	0	34	0	1	4	0	0	0	1	2	1	0	0	0	0	0	0	23	10	5	11	0
Zotu83	0	0	0	0	0	1	48	39	0	0	0	0	0	2	0	0	0	0	56	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3460	0	0	0	0
Zotu830	0	0	0	0	0	0	0	0	0	0	0	0	0	11	83	0	0	10	0	0	0	8	0	0	0	0	24	0	0	4	0	0	0	0	21	0	35	11	0	0	0
Zotu832	0	0	0	0	0	0	27	0	0	0	0	0	0	10	16	0	0	0	29	0	18	0	0	0	0	0	2	36	15	1	0	0	1	0	0	0	6	9	0	0	0
Zotu833	0	0	0	0	0	0	0	0	0	10	9	0	0	0	11	62	0	0	0	0	0	16	0	0	3	0	0	30	0	1	0	0	15	0	0	0	8	6	0	0	0
Zotu835	0	0	0	0	7	0	50	0	0	0	0	0	0	21	0	0	0	4	17	0	4	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	7	1	0	0	0
Zotu838	0	0	0	0	5	0	42	0	0	0	0	0	0	28	13	0	0	4	3	0	18	0	0	0	0	0	22	53	0	2	0	0	0	0	7	0	2	1	1	0	0
Zotu84	3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu841	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu845	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	3	21	0	0	0	0	13	4	0	52	57	18	0	0	0	0	3	0	0	1	5	0	0	0
Zotu846	0	0	0	0	0	0	0	0	1	0	0	17	0	22	0	116	0	2	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0
Zotu847	0	0	0	0	0	88	0	0	0	0	0	0	0	52	18	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Zotu848	0	0	0	0	0	0	22	0	0	11	57	19	0	0	0	0	2	1	0	0	1	3	12	6	22	15	0	1	0	1	19	0	3	5	0	0	1	0	108	20	0
Zotu85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2615	0	0
Zotu855	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	30	0	0	10	0	0	0	0	34	38	0	0	0	0	0	0	0	0	34	2	0	0	0
Zotu858	0	0	0	0	0	0	0	9	1	0	0	28	0	1	0	0	0	16	21	0	2	0	4	2	3	47	1	2	42	0	0	4	2	14	0	0	21	14	0	58	0
Zotu859	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	51	0	74	25	0	0	0	0	0	5	0	18	0	0	0	0	0	41	0	8	0
Zotu86	0	0	0	0	0	0	0	0	0	0	0	0	0	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu862	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	4	0	0	37	37	0	0	6	0	0	0	5	9	0	0	18	0	87	25	0
Zotu863	0	0	0	0	3	0	0	0	0	0	0	0	0	69	25	0	0	0	0	0	31	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	0	0
Zotu867	0	0	0	0	10	0	0	30	0	0	0	14	0	3	0	0	0	12	1	0	4	0	0	0	0	0	5	16	0	0	2	6	4	13	0	0	0	10	27	6	0
Zotu87	0	0	0	0	330	1762	1406	2510	1015	586	183	1167	0	4625	1659	0	12	1370	3214	0	4027	1226	738	1700	717	1826	2703	3393	4594	364	1480	1178	367	1504	1	0	2299	2083	1628	1013	0
Zotu870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	22	6	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31	17	0	0	0
Zotu871	0	4	149	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Zotu874	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	137	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	8	0	0	0
Zotu876	0	0	0	0	7	0	0	0	0	0	0	0	0	7	30	0	0	3	0	0	27	7	0	0	0	0	17	53	39	0	0	0	0	0	2	0	7	0	0	0	0
Zotu878	0	0	0	0	0	130	8	2	0	0	0	7	0	7	1	0	0	0	0	0	4	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	16	0	0	0	0
Zotu88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu881	0	0	0	0	0	0	0	5	12	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	4	0	1	46	55	3	39	11	0	0	0	0	15	28	0	6	0
Zotu883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	64	26	0	0	0	0	0	0	1	0	0	0	0	0	32	39	0
Zotu886	0	0	0	0	0	0	0	40	13	0	0	0	0	6	7	0	0	20	8	0	0	0	0	0	0	0	19	0	0	5	0	53	4	0	0	0	1	22	0	0	0
Zotu888	0	0	0	0	20	11	0	0	0	0	0	2	0	5	1	0	0	8	8	0	6	0	0	0	23	26	0	0	1	3	1	18	18	4	0	0	0	0	59	44	0
Zotu89	3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu890	0	0	0	0	15	0	24	0	0	0	0	6	0	19	22	0	0	5	0	0	14	5	0	0	0	0	1	0	11	0	13	10	1	0	20	0	12	2	7	2	0
Zotu891	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	30	60	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	11	0	0	0
Zotu894	0	0	0	0	2	0	0	18	0	2	0	0	0	4	0	0	0	16	5	0	4	0	2	0	0	0	8	1	15	2	50	13	0	0	0	0	5	18	0	0	0
Zotu898	0	0	0	0	1	0	1	0	0	0	0	1	0	13	0	0	139	2	5	0	1	2	0	2	6	0	1	0	4	0	0	16	1	6	0	0	2	5	0	4	0
Zotu899	0	0	0	0	0	117	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Zotu9	0	0	0	0	0	3	2	0	0	0	0	6	0	3	0	0	0	1	1	0	0	29076	1	1	3	1	0	0	0	0	0	2	0	2	0	0	0	1	2	0	0
Zotu90	0	0	0	0	0	0	0	752	0	0	0	0	0	453	202	0	0	122	0	0	0	48	0	0	0	0	326	0	1366	15	0	47	0	0	1	0	399	71	0	0	0
Zotu900	0	0	0	0	0	0	0	0	28	52	0	13	0	3	0	0	0	0	74	0	0	0	0	0	5	0	0	0	0	0	2	8	0	59	0	0	0	8	0	0	0
Zotu901	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Zotu903	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0	9	6	0	0	161	7	5	0	16	0	0	12	1	0	0	0	0	0	0	8	9	10	0	0
Zotu904	0	0	0	0	4	0	3	0	0	6	0	7	0	1	0	0	0	3	23	0	0	6	0	0	0	0	42	0	30	1	0	0	1	0	0	0	25	0	0	0	0
Zotu91	0	0	0	0	14	0	127	196	99	20	62	127	0	59	0	0	0	18	42	0	0	0	104	0	22	35	28	302	0	24	414	108	1260	51	0	0	0	55	50	24	0
Zotu911	0	0	0	0	1	0	3	0	3	0	24	0	0	5	9	3	21	4	0	0	0	22	0	11	4	0	0	0	0	0	0	0	12	9	0	0	0	12	0	1	0
Zotu912	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	5	0	0	0	0	0	77	13	0	3	0	0	0	0	2	0	0	58	0	0	20	18	11	0
Zotu914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Zotu916	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	17	0	102	0	0	0	0	0	0	0
Zotu918	0	0	0	0	0	0	0	54	0	0	0	0	0	36	38	0	0	0	0	0	19	0	0	0	0	0	21	1	0	3	0	18	0	0	6	0	4	5	0	0	0
Zotu919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	8	11	25	0	51	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2318	1	0
Zotu921	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu922	0	0	0	0	3	0	18	0	0	0	0	0	0	2	0	0	55	2	7	0	0	0	0	0	8	2	2	0	11	0	0	0	0	0	0	0	15	4	12	4	0
Zotu923	0	0	0	0	0	0	0	0	11	0	3	13	0	0	0	0	0	1	0	0	5	0	0	3	17	29	0	12	0	0	18	6	6	62	0	0	1	4	1	0	0
Zotu93	0	0	0	0	195	1927	155	151	0	3	17	151	0	446	662	0	0	148	103	0	369	240	2	42	0	0	145	382	223	5	28	44	44	29	386	0	282	37	2	6	0
Zotu930	0	0	0	0	16	0	0	0	0	0	0	4	0	37	4	0	0	4	3	0	14	0	0	0	0	0	15	40	0	4	0	0	0	0	0	0	32	3	0	0	0
Zotu931	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	285	0	1	0	0	0	0
Zotu935	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	20	17	0	4	6	1	18	59	44	3	0	15	3	13	0	0	7	3	0	0	0
Zotu937	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	39	0	3	1	0	27	7	0	0	0	0	32	16	8	0	0	7	0	0	0	0	9	3	0	0	0
Zotu94	0	0	0	0	3	0	0	0	257	50	0	42	0	0	0	0	0	0	0	0	1	0	0	0	1252	1705	0	0	0	0	13	112	189	8	0	0	0	0	2	6	0
Zotu943	0	0	0	0	24	0	0	19	0	0	0	0	0	11	0	0	0	2	47	0	0	0	0	0	0	0	0	38	0	0	0	20	0	0	0	0	0	14	0	3	0
Zotu948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	59	0	0	0	0	0	23	0	4	0	0	0	0	0	32	0
Zotu95	0	0	0	0	0	0	0	0	0	0	2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0
Zotu966	0	0	0	0	10	86	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	19	0	0	1	0	22	10	5	0	0	0	4	0	0	0	1	3	0	0	0
Zotu97	0	0	0	0	89	679	162	66	56	67	64	34	0	132	87	221	748	45	76	0	15	95	29	69	13	3	27	53	122	5	16	73	106	42	48	0	192	135	67	39	0
Zotu978	0	0	0	0	0	0	0	0	0	0	0	0	0	15	30	0	0	0	0	0	45	9	0	0	0	0	21	0	0	0	0	0	0	0	0	0	25	7	0	0	0
Zotu979	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	4	0	0	0	3	0	17	35	0	0	19	0	29	0	1	0	0	0	0	1	35	11	0
Zotu98	0	0	0	0	0	0	0	0	226	16	55	109	0	0	0	0	0	60	110	0	0	1	5	85	339	1155	0	0	0	0	0	48	63	140	0	0	0	1	3393	967	0
Zotu980	0	0	0	0	2	0	79	0	1	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu988	0	0	0	0	0	0	71	69	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu99	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	507	1360	0	0	0	0	0	41	35	8	0	0	0	0	1408	166	0
Zotu995	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	1	14	0	17	0	0	0	0	11	39	0	0	1	0	0	0	0	0	0	8	7	0	0	0
Zotu997	0	0	0	0	0	0	0	0	0	0	17	0	0	20	15	11	0	7	5	0	48	10	3	0	0	32	12	35	0	3	0	8	8	0	86	0	6	11	0	0	0
Zotu999	0	0	0	0	0	0	0	0	1	0	5	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	48	9	0	0	0	0	0	54	0	1	0	0	0	0
