OTU	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu3073	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
Zotu3079	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	17	0	0	7	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu3080	0	0	0	0	0	0	0	0	1	4	0	12	0	0	0	0	0	2	1	0	0	4	6	29	142	180	0	0	0	0	12	60	29	44	0	0	0	6	402	216	0
Zotu309	0	0	0	0	27	0	100	6	1	12	14	1	0	25	172	64	82	17	18	0	10	11	3	0	0	0	19	149	112	1	0	2	9	7	0	0	58	7	0	0	0
Zotu3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	15	0	0	0	0	0	0	5	0	0	0	0	5	0	0
Zotu31	0	0	0	0	446	0	0	472	0	0	0	0	0	1586	1995	0	0	139	0	0	877	574	30	0	0	0	2379	3621	7027	101	143	1554	64	0	225	0	2805	1251	129	0	0
Zotu3104	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Zotu3107	0	0	0	0	0	1	1	0	32	7	2	47	0	2	1	0	1	19	45	0	0	0	0	1	54	55	1	2	1	0	13	24	35	53	2	0	1	4	31	75	0
Zotu311	0	0	0	0	28	0	116	0	0	0	0	0	0	44	1	0	0	33	21	0	44	65	0	0	0	0	87	182	53	1	0	3	0	0	0	0	3	8	0	0	0
Zotu3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
Zotu3117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0
Zotu313	0	0	0	0	0	0	0	1	86	23	0	0	0	232	28	0	0	46	111	0	247	0	37	29	23	7	299	432	120	40	0	69	2	14	0	0	98	101	23	45	0
Zotu3136	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0
Zotu314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	3	0	0	0
Zotu3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
Zotu3146	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu316	0	0	0	0	0	0	0	638	0	0	84	2	0	0	0	0	0	0	176	0	38	18	0	344	0	0	0	0	17	16	0	0	4	25	61	0	65	7	30	0	0
Zotu3160	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3164	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	5	0	0	0	0	0	3	0	0	0
Zotu317	0	0	0	0	5	0	78	1	3	55	5	19	0	49	28	0	0	25	68	0	9	37	7	8	17	0	1	138	165	0	4	6	93	0	0	0	26	28	91	15	0
Zotu3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	2	0	0	4	0
Zotu3175	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	1	0	0	0
Zotu318	0	0	0	0	16	0	16	39	22	0	0	31	0	100	36	0	0	24	61	0	30	0	6	12	8	0	92	29	32	3	0	26	9	19	0	0	42	61	7	9	0
Zotu3189	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu319	0	0	0	0	0	319	40	186	0	0	0	22	0	47	0	0	0	27	43	0	13	0	0	0	0	0	65	0	0	10	0	53	2	0	0	0	11	21	0	2	0
Zotu3195	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu32	0	0	0	0	0	0	0	0	0	15138	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu320	0	0	0	0	33	4	0	66	0	0	0	0	0	84	1	0	8	2	0	0	46	8	16	1	3	0	7	129	351	5	0	0	0	0	0	0	33	18	0	1	0
Zotu3205	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1	5	0	0
Zotu3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu321	0	0	0	0	0	203	0	22	16	0	0	3	0	128	56	0	0	17	17	0	66	0	7	0	1	0	62	27	0	7	0	0	3	4	12	0	55	35	16	5	0
Zotu3210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
Zotu3219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0
Zotu322	0	0	0	0	0	0	0	0	0	0	0	0	0	60	15	0	0	0	0	0	111	0	0	0	0	0	77	46	29	2	0	0	0	0	656	0	107	0	0	0	0
Zotu3225	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu323	0	0	0	0	7	0	27	25	0	3	9	12	0	25	55	0	81	12	37	0	43	139	1	48	17	140	28	82	193	0	0	16	48	10	31	0	13	27	110	23	0
Zotu325	0	0	0	0	0	0	55	40	0	0	0	0	0	74	12	0	58	14	77	0	81	0	20	4	0	17	24	23	0	5	30	33	2	3	64	0	60	55	5	18	0
Zotu3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	22	0	0
Zotu3263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
Zotu3265	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu327	0	0	0	0	0	164	0	90	25	0	0	36	0	13	61	0	0	2	13	0	23	11	35	0	0	0	0	1	150	2	13	0	0	9	135	0	35	61	0	3	0
Zotu3274	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	11	10	1	0	0	0	0	0	4	0
Zotu3275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
Zotu3276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	25	0	0	0	0	0	4	7	0	0
Zotu3277	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	2	2	0	0	0	0	0	0	0	0
Zotu3280	0	0	0	0	0	0	1	38	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	115	5	0	0	0
Zotu3284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0
Zotu3286	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	5	0	0	0
Zotu3288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu329	0	0	0	0	0	0	0	0	0	0	0	6	0	0	679	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	7	0	0	0	0	6	0	0	0
Zotu3291	0	0	0	0	14	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
Zotu3297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
Zotu3299	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	17	1	0
Zotu33	0	0	0	0	0	1	7	10	1132	89	15	2039	0	5	4	0	0	548	1153	1	3	0	18	17	1512	1007	4	2	0	0	282	513	1067	2533	0	0	4	42	900	1952	0
Zotu330	0	0	0	0	1	0	15	1	2	4	0	20	0	20	9	0	292	21	2	0	25	0	0	26	0	0	45	5	1	1	1	6	10	0	122	0	11	68	18	2	0
Zotu3304	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0
Zotu331	0	0	0	0	8	0	2	0	168	0	0	7	0	36	21	0	0	20	13	0	46	0	5	1	51	0	73	0	38	1	40	9	11	33	13	0	18	54	25	52	0
Zotu3313	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Zotu3317	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu332	0	0	0	0	47	0	0	95	1	16	6	52	0	81	1	0	0	25	44	0	66	0	0	0	0	12	26	142	0	7	0	32	5	26	0	0	21	27	52	0	0
Zotu3324	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	3	6	5	0	0
Zotu3328	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu333	0	0	0	0	27	0	0	0	0	0	0	0	0	45	17	0	0	7	0	0	126	0	0	0	0	0	0	97	16	0	0	0	0	0	295	0	8	1	0	0	0
Zotu3332	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu3347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0
Zotu337	0	0	0	0	24	0	0	0	0	0	0	0	0	22	0	484	0	7	0	0	0	29	0	9	0	0	1	0	0	1	0	0	0	0	0	0	42	17	0	0	0
Zotu3390	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu3392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0
Zotu3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
Zotu3405	0	0	0	0	1	0	0	2	0	0	0	0	0	39	5	0	0	0	0	0	1	0	1	0	0	0	5	10	1	0	0	4	0	0	76	0	42	9	0	0	0
Zotu3407	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	1	1	0	0	0	34	0	0	0	3	0	0	0	0	4	11	2	0
Zotu3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu341	0	0	0	0	1	0	7	2	5	23	0	37	0	14	4	0	0	14	12	0	8	6	2	45	28	20	11	9	120	4	121	64	161	55	0	0	56	16	111	73	0
Zotu343	0	0	0	0	26	0	141	0	15	5	12	10	0	125	21	0	0	22	61	0	97	185	40	4	13	15	0	0	80	4	65	41	2	23	0	0	74	8	0	4	0
Zotu344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Zotu345	0	0	0	0	0	0	0	30	35	76	32	0	0	1	17	53	95	24	13	0	0	20	7	0	0	0	0	42	69	1	59	13	5	0	104	0	2	35	0	0	0
Zotu3453	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3465	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	7	0
Zotu3466	0	0	0	0	0	0	0	0	0	5	3	0	0	7	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0	0	0
Zotu347	0	0	0	0	0	2	2	0	0	36	13	4	0	18	5	0	0	170	145	0	1	1	0	0	0	0	0	11	58	0	59	2	0	0	0	0	8	87	0	0	0
Zotu3471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu3476	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0
Zotu3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu348	0	0	0	0	0	0	0	0	0	0	6	30	0	114	45	0	0	23	87	0	0	0	0	0	2	4	23	39	0	6	35	2	22	0	73	0	39	25	13	14	0
Zotu3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	3	0	0	0	0	8	0	0
Zotu349	0	0	0	0	1	0	0	0	0	0	0	11	0	33	69	0	207	5	3	0	0	0	0	23	0	0	73	47	11	7	0	95	6	31	2	0	17	38	42	10	0
Zotu3491	0	0	0	0	1	0	42	0	0	0	0	0	0	28	5	3	0	33	1	0	0	24	0	0	0	0	52	0	0	8	4	0	0	0	14	0	19	0	0	0	0
Zotu3496	0	0	0	0	0	0	0	0	6	0	0	3	0	1	0	0	0	0	0	0	3	0	0	1	2	2	1	0	1	0	3	1	2	8	18	0	0	0	4	22	0
Zotu35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8979	1	0	0	0
Zotu350	0	0	0	0	61	120	7	33	25	0	0	14	0	40	13	0	0	11	0	0	0	46	0	0	0	0	74	153	0	5	0	18	0	0	0	0	23	21	0	0	0
Zotu3504	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu351	0	0	0	0	0	0	4	141	0	0	0	0	0	170	113	0	0	8	4	0	146	6	0	0	0	0	0	0	0	1	0	1	0	0	258	0	169	10	0	0	0
Zotu3511	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Zotu352	0	0	0	0	0	0	0	0	6	34	12	38	0	0	1	0	0	21	19	0	0	0	16	2	35	76	0	0	31	0	0	19	24	108	0	0	0	4	54	31	0
Zotu3525	0	0	0	0	0	0	0	0	0	0	0	0	0	23	8	0	0	3	0	0	0	0	0	0	0	0	6	0	0	1	0	0	4	0	0	0	4	2	0	5	0
Zotu353	0	0	0	0	18	164	23	0	0	0	0	0	0	36	0	0	0	12	0	0	62	0	0	0	0	0	30	265	23	1	0	6	0	0	38	0	6	7	0	0	0
Zotu3539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3548	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	10	6	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Zotu355	0	0	0	0	45	0	0	5	16	0	0	14	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0
Zotu3550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	3	1	0
Zotu3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0
Zotu358	0	0	0	0	0	0	11	7	26	8	2	10	0	43	7	0	0	12	3	0	7	0	0	9	110	56	31	19	0	0	21	25	48	140	4	0	11	8	51	206	0
Zotu3584	0	0	0	0	0	11	0	7	59	10	4	74	0	10	3	3	28	16	34	0	4	0	4	11	25	58	2	5	13	0	4	26	10	15	0	0	3	11	45	14	0
Zotu3592	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3598	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu36	0	11274	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	15	17	0	0	0
Zotu3603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	30	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu3604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
Zotu3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Zotu361	0	0	0	0	8	0	0	6	10	21	0	36	0	31	13	0	0	12	15	0	60	10	7	1	14	31	7	111	16	1	18	21	22	1	0	0	11	60	2	31	0
Zotu3613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Zotu362	0	0	0	0	0	0	11	0	0	0	0	30	0	30	0	0	0	38	19	0	28	0	31	36	21	3	145	138	42	6	78	56	13	16	0	0	45	88	17	27	0
Zotu3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Zotu363	0	0	0	0	17	0	0	0	0	22	0	6	0	3	0	0	426	5	11	0	0	2	0	0	7	0	3	0	0	0	0	24	0	0	0	0	0	4	0	2	0
Zotu3631	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	1	0	18	0	5	4	0	0	0
Zotu3639	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	1	0	0	0	3	11	0	5	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0
Zotu3643	0	0	0	0	128	5	0	0	1	1	0	6	0	0	1	0	0	0	0	0	0	0	3	6	0	0	3	2	5	5	4	0	0	0	14	0	0	3	0	0	0
Zotu3646	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3649	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	0
Zotu365	0	0	0	0	17	0	13	0	18	7	0	0	0	93	23	0	0	18	87	0	104	0	20	76	13	0	31	53	0	2	35	28	13	19	0	0	74	44	3	20	0
Zotu3653	0	0	0	0	0	380	53	0	0	0	0	0	0	0	0	0	0	0	104	0	31	0	0	2	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3660	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Zotu3667	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Zotu3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	38	0	0	0	0	0	0	0
Zotu3674	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3677	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	1	0	0	0	0	0	0
Zotu368	0	0	0	0	0	0	36	0	198	201	7	7	0	4	0	0	0	53	16	0	0	0	1	26	0	0	10	7	2	1	0	9	13	0	0	0	1	15	0	0	0
Zotu3684	0	0	0	0	0	0	2	40	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0
Zotu369	0	0	0	0	0	0	0	0	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3696	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu37	0	0	0	0	0	2	8937	0	0	0	0	0	0	6	56	0	0	0	1	0	8	0	0	178	0	0	0	3243	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu370	0	0	0	0	8	0	111	25	9	0	0	8	0	121	21	0	0	35	0	0	38	0	1	4	0	0	31	430	0	14	45	8	5	0	211	0	75	50	0	0	0
Zotu3700	0	0	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu3707	0	0	0	0	1	0	12	25	0	1	2	1	0	6	32	5	15	12	7	0	5	13	2	1	3	0	3	36	42	0	0	0	4	6	0	0	10	1	0	0	0
Zotu371	0	0	0	0	9	0	51	122	0	0	0	10	0	24	7	0	0	11	4	0	0	0	13	0	0	0	30	52	0	4	0	16	0	0	217	0	108	6	0	0	0
Zotu3711	0	0	0	0	0	0	0	1	0	0	0	0	0	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0
Zotu372	0	0	0	0	56	0	2	0	3	0	0	0	0	173	12	0	0	26	100	0	37	21	0	0	0	0	0	0	47	0	0	21	2	0	94	0	100	10	0	0	0
Zotu3722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
Zotu3727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	1	0	0
